,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
1,2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.0047929881765052,1
2,2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.0047834409493106,1
3,2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.0047794635244219,1
4,2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.0047715088260817,1
5,2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.0047569929333151,1
6,2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.0047569929333151,1
7,2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.0047569929333151,1
8,2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.0047569929333151,1
9,2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.0047569929333151,0
10,2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.0047453507196665,1
11,2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.0047409518969426,1
12,2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.0047393707305206,1
13,2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.0047511187556095,1
14,2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.0047337317970825,0
15,2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.0047149421459047,1
16,2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.0047149421459047,1
17,2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.0047280779496687,0
18,2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.0047279513717807,0
19,2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.0047454083970941,0
20,2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591,0
21,2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591,0
22,2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591,0
23,2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.0047390755147466,0
24,2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.0047486451658114,0
25,2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.0047486451658114,0
26,2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.0047102240468062,0
27,2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.0047197349991495,0
28,2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.0047197349991495,0
29,2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.0047197349991495,0
30,2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0
31,2015-02-04 18:21:00,22.7,27.4633333333333,0.0,668.666666666667,0.0046875430838439,0
32,2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.0046938487141081,0
33,2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.0046938487141081,0
