,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
1,2015-02-11 14:48:00,21.76,31.1333333333333,437.333333333333,1029.66666666667,0.0050210108902138,1
2,2015-02-11 14:49:00,21.79,31.0,437.333333333333,1000.0,0.0050085812748017,1
3,2015-02-11 14:50:00,21.7675,31.1225,434.0,1003.75,0.0050215691326541,1
4,2015-02-11 14:51:00,21.7675,31.1225,439.0,1009.5,0.0050215691326541,1
5,2015-02-11 14:51:59,21.79,31.1333333333333,437.333333333333,1005.66666666667,0.0050302977786788,1
6,2015-02-11 14:53:00,21.76,31.26,437.333333333333,1014.33333333333,0.0050416045653027,1
7,2015-02-11 14:54:00,21.79,31.1975,434.0,1018.5,0.0050407493823522,1
8,2015-02-11 14:55:00,21.79,31.3933333333333,437.333333333333,1018.66666666667,0.0050726492882929,1
9,2015-02-11 14:55:59,21.79,31.3175,434.0,1022.0,0.0050602961736858,1
10,2015-02-11 14:57:00,21.79,31.4633333333333,437.333333333333,1027.33333333333,0.0050840525953172,1
11,2015-02-11 14:57:59,21.79,31.525,437.75,1047.75,0.005094098709413,1
12,2015-02-11 14:58:59,21.79,31.575,441.75,1049.0,0.0051022444436312,1
13,2015-02-11 15:00:00,21.79,31.395,442.0,1061.5,0.0050729207907833,1
14,2015-02-11 15:01:00,21.79,31.3925,441.75,1049.0,0.0050725135371359,1
15,2015-02-11 15:02:00,21.79,31.5,441.5,1048.0,0.00509002592166,1
16,2015-02-11 15:03:00,21.815,31.5,438.0,1049.25,0.0050978693587282,1
17,2015-02-11 15:04:00,21.815,31.4725,449.5,1051.25,0.0050933823938006,0
18,2015-02-11 15:04:59,21.89,31.6,449.5,1060.5,0.0051378566839722,1
19,2015-02-11 15:06:00,21.79,31.55,449.5,1059.5,0.0050981715500697,1
20,2015-02-11 15:07:00,21.8233333333333,31.73,447.666666666667,1072.0,0.0051380354895227,0
21,2015-02-11 15:08:00,21.865,31.7225,449.5,1072.33333333333,0.0051500071229848,1
22,2015-02-11 15:08:59,21.89,31.745,449.5,1075.33333333333,0.0051616279328778,1
23,2015-02-11 15:10:00,21.89,31.7675,449.5,1087.0,0.0051653167364614,1
24,2015-02-11 15:10:59,21.89,31.7675,437.75,1083.25,0.0051653167364614,1
25,2015-02-11 15:11:59,21.89,31.79,442.666666666667,1086.33333333333,0.0051690055834385,1
26,2015-02-11 15:13:00,21.89,31.79,437.333333333333,1091.0,0.0051690055834385,1
27,2015-02-11 15:14:00,21.89,31.89,439.0,1100.0,0.005185400983919,1
28,2015-02-11 15:15:00,21.89,31.89,444.0,1101.0,0.005185400983919,1
29,2015-02-11 15:16:00,21.89,31.865,444.0,1107.0,0.0051813020534355,1
30,2015-02-11 15:16:59,21.89,31.79,444.0,1110.0,0.0051690055834385,1
31,2015-02-11 15:17:59,21.89,31.865,444.0,1101.75,0.0051813020534355,1
32,2015-02-11 15:19:00,21.89,31.73,444.0,1100.0,0.0051591687545959,1
33,2015-02-11 15:20:00,21.89,31.7225,444.0,1092.75,0.0051579391726869,1
34,2015-02-11 15:21:00,21.89,31.7,444.0,1092.5,0.0051542504558879,1
35,2015-02-11 15:22:00,21.89,31.695,436.5,1094.0,0.0051534307469363,1
36,2015-02-11 15:23:00,21.89,31.5666666666667,434.0,1085.66666666667,0.0051323922837906,1
37,2015-02-11 15:23:59,21.89,31.55,436.5,1047.0,0.0051296601194092,0
38,2015-02-11 15:24:59,21.89,31.36,434.0,1031.0,0.0050985151279773,0
39,2015-02-11 15:26:00,21.89,31.125,432.75,977.5,0.0050599979702035,0
40,2015-02-11 15:27:00,21.89,31.15,436.5,961.25,0.0050640953152744,1
41,2015-02-11 15:28:00,21.89,31.0633333333333,434.0,948.0,0.0050498914146283,1
42,2015-02-11 15:29:00,21.89,30.77,429.0,913.25,0.0050018214482926,1
43,2015-02-11 15:29:59,21.89,30.7675,432.75,882.5,0.005001411792754,1
44,2015-02-11 15:30:59,21.89,30.945,429.0,884.5,0.0050304986662821,1
45,2015-02-11 15:32:00,21.89,30.7925,429.0,899.0,0.0050055083722288,0
46,2015-02-11 15:33:00,21.89,30.77,432.75,888.25,0.0050018214482926,1
47,2015-02-11 15:34:00,21.89,30.795,436.5,878.5,0.0050059180331205,1
48,2015-02-11 15:35:00,21.89,30.8175,429.0,891.25,0.0050096050052348,1
49,2015-02-11 15:36:00,21.89,30.65,436.5,896.5,0.0049821585862417,1
50,2015-02-11 15:36:59,21.89,30.7475,429.0,889.5,0.0049981345677159,1
51,2015-02-11 15:38:00,21.89,30.7633333333333,429.0,887.333333333333,0.0050007290347126,1
52,2015-02-11 15:39:00,21.89,30.77,429.0,893.5,0.0050018214482926,1
53,2015-02-11 15:40:00,21.89,30.445,429.0,832.5,0.0049485707164028,1
54,2015-02-11 15:40:59,21.89,30.5666666666667,429.0,829.0,0.0049685045464997,1
55,2015-02-11 15:42:00,21.89,30.5,429.0,829.25,0.0049575817428819,1
56,2015-02-11 15:42:59,21.89,30.575,429.0,850.5,0.0049698699237124,1
57,2015-02-11 15:43:59,21.89,30.6,429.0,844.0,0.004973966091032,1
58,2015-02-11 15:45:00,21.89,30.55,429.0,840.25,0.0049657738099149,1
59,2015-02-11 15:46:00,21.865,30.55,429.0,823.75,0.0049581396147594,1
60,2015-02-11 15:47:00,21.89,30.6,429.0,824.0,0.004973966091032,1
61,2015-02-11 15:48:00,21.89,30.34,429.0,813.0,0.0049313685669241,1
62,2015-02-11 15:49:00,21.89,30.3566666666667,429.0,802.0,0.0049340990038138,1
63,2015-02-11 15:49:59,21.865,30.3925,429.0,810.75,0.0049323753111448,1
64,2015-02-11 15:51:00,21.89,30.3566666666667,429.0,805.333333333333,0.0049340990038138,1
65,2015-02-11 15:52:00,21.89,30.315,429.0,796.5,0.0049272729561829,1
66,2015-02-11 15:53:00,21.89,30.2,429.0,795.0,0.0049084338359812,1
67,2015-02-11 15:53:59,21.89,30.34,429.0,793.5,0.0049313685669241,1
68,2015-02-11 15:55:00,21.89,30.295,429.0,790.5,0.0049239965061181,1
69,2015-02-11 15:55:59,21.89,30.29,429.0,786.5,0.0049231773989529,1
70,2015-02-11 15:56:59,21.89,30.39,429.0,794.333333333333,0.0049395599489442,0
71,2015-02-11 15:58:00,21.89,30.365,429.0,795.5,0.0049354642311775,1
72,2015-02-11 15:59:00,21.89,30.4266666666667,414.0,792.666666666667,0.0049455670984704,1
73,2015-02-11 16:00:00,21.89,30.73,424.0,798.0,0.0049952670239105,1
74,2015-02-11 16:01:00,21.89,30.4175,429.0,795.5,0.0049440653002966,1
75,2015-02-11 16:01:59,21.89,30.39,429.0,797.75,0.0049395599489442,1
76,2015-02-11 16:02:59,21.89,30.39,429.0,798.0,0.0049395599489442,1
77,2015-02-11 16:04:00,21.89,30.445,429.0,802.0,0.0049485707164028,1
78,2015-02-11 16:05:00,21.89,30.3566666666667,421.5,797.5,0.0049340990038138,1
79,2015-02-11 16:06:00,21.89,30.3233333333333,429.0,791.5,0.0049286381538176,1
80,2015-02-11 16:07:00,21.89,30.32,418.75,788.25,0.0049280920740502,1
81,2015-02-11 16:08:00,21.89,30.39,429.0,792.25,0.0049395599489442,1
82,2015-02-11 16:08:59,21.89,30.39,429.0,795.5,0.0049395599489442,1
83,2015-02-11 16:09:59,21.89,30.365,429.0,793.5,0.0049354642311775,1
84,2015-02-11 16:11:00,21.89,30.23,429.0,789.333333333333,0.0049133482799202,1
85,2015-02-11 16:12:00,21.89,30.2,429.0,786.0,0.0049084338359812,1
86,2015-02-11 16:13:00,21.89,30.0225,429.0,771.75,0.0048793582858461,1
87,2015-02-11 16:14:00,21.89,29.96,429.0,760.0,0.0048691210580864,1
88,2015-02-11 16:14:59,21.89,29.9175,429.0,756.0,0.0048621599341925,1
89,2015-02-11 16:15:59,21.89,30.1,429.0,754.0,0.0048920529126404,1
90,2015-02-11 16:17:00,21.89,30.15,416.5,759.0,0.0049002432673023,1
91,2015-02-11 16:18:00,21.89,30.1333333333333,421.666666666667,756.666666666667,0.0048975131253024,1
92,2015-02-11 16:19:00,21.89,30.47,438.0,764.25,0.004952666605419,1
93,2015-02-11 16:20:00,21.89,30.1666666666667,441.0,768.0,0.0049029734330818,1
94,2015-02-11 16:21:00,21.89,30.075,438.0,770.25,0.0048879578155633,1
95,2015-02-11 16:21:59,21.89,30.125,438.0,766.25,0.0048961480632198,0
96,2015-02-11 16:23:00,21.89,30.175,438.0,767.75,0.0049043385248891,1
97,2015-02-11 16:24:00,21.89,30.295,438.0,777.0,0.0049239965061181,1
98,2015-02-11 16:25:00,21.89,30.2,441.0,775.333333333333,0.0049084338359812,1
99,2015-02-11 16:25:59,21.89,30.2,436.333333333333,768.0,0.0049084338359812,1
100,2015-02-11 16:27:00,21.865,30.15,438.0,766.75,0.0048927106025419,1
101,2015-02-11 16:27:59,21.89,30.075,438.0,772.5,0.0048879578155633,1
102,2015-02-11 16:28:59,21.89,30.0725,435.5,774.75,0.0048875483087981,0
103,2015-02-11 16:30:00,21.89,30.03,435.0,766.333333333333,0.0048805867756464,1
104,2015-02-11 16:31:00,21.89,29.9175,434.5,752.0,0.0048621599341925,1
105,2015-02-11 16:32:00,21.89,30.1,430.5,754.0,0.0048920529126404,1
106,2015-02-11 16:33:00,21.89,30.1,441.0,755.0,0.0048920529126404,0
107,2015-02-11 16:34:00,21.89,30.075,431.0,763.25,0.0048879578155633,1
108,2015-02-11 16:34:59,21.89,30.1975,425.0,769.5,0.0049080243024642,1
109,2015-02-11 16:36:00,21.89,30.23,419.0,769.333333333333,0.0049133482799202,1
110,2015-02-11 16:37:00,21.9175,30.5475,395.25,772.25,0.0049737731046755,1
111,2015-02-11 16:38:00,21.9633333333333,30.7933333333333,426.666666666667,784.666666666667,0.0050282802127891,1
112,2015-02-11 16:38:59,21.9725,30.2,424.75,784.25,0.0049334063329359,1
113,2015-02-11 16:40:00,22.0,30.175,423.5,794.25,0.0049376320607306,1
114,2015-02-11 16:40:59,21.945,30.245,423.5,791.0,0.0049324666070115,1
